trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
3428,False,"{'a': 0.2600399999999503, 'e': 0.1801437744456231}",25,3,-7.965111373072702,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
3429,False,"{'a': 0.2599699999999503, 'e': 0.18005372507261957}",30,12,-16.398356506942974,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 0}",1
3430,False,"{'a': 0.2598999999999503, 'e': 0.17996372071304823}",20,10,20.030853645644168,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3431,False,"{'a': 0.25982999999995027, 'e': 0.179873761344408}",25,3,-32.78056513724663,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
3432,False,"{'a': 0.25975999999995025, 'e': 0.17978384694420907}",20,14,11.603310644759622,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3433,False,"{'a': 0.25968999999995024, 'e': 0.17969397748997276}",25,18,10.934543324688404,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3434,False,"{'a': 0.2596199999999502, 'e': 0.17960415295923182}",25,17,15.148189566747805,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3435,False,"{'a': 0.2595499999999502, 'e': 0.17951437332952996}",20,16,9.322372826529307,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3436,False,"{'a': 0.2594799999999502, 'e': 0.17942463857842247}",20,16,8.04548365561135,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3437,False,"{'a': 0.2594099999999502, 'e': 0.1793349486834755}",35,2,27.693536243502585,"{0: 31, 1: 0, 2: 2, 3: 0, 4: 0}",1
3438,False,"{'a': 0.25933999999995017, 'e': 0.17924530362226668}",20,10,6.79368274185415,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3439,False,"{'a': 0.25926999999995015, 'e': 0.17915570337238462}",25,7,33.10740712932252,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3440,False,"{'a': 0.25919999999995014, 'e': 0.1790661479114294}",20,3,-16.574261428867228,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
3441,False,"{'a': 0.2591299999999501, 'e': 0.17897663721701207}",20,16,10.260642144320467,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3442,False,"{'a': 0.2590599999999501, 'e': 0.17888717126675502}",20,11,17.230556373435192,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3443,False,"{'a': 0.2589899999999501, 'e': 0.17879775003829168}",20,6,7.939576904559618,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
3444,False,"{'a': 0.2589199999999501, 'e': 0.17870837350926677}",25,17,13.770365533797229,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3445,False,"{'a': 0.25884999999995006, 'e': 0.1786190416573362}",30,18,-16.822608533183526,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
3446,False,"{'a': 0.25877999999995005, 'e': 0.17852975446016695}",25,15,-3.972452799263464,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
3447,False,"{'a': 0.25870999999995004, 'e': 0.17844051189543725}",20,15,9.688091450478002,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3448,False,"{'a': 0.25863999999995, 'e': 0.17835131394083642}",20,15,9.6777815922188,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3449,False,"{'a': 0.25856999999995, 'e': 0.17826216057406508}",25,13,8.36250416128669,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3450,False,"{'a': 0.25849999999995, 'e': 0.17817305177283477}",20,0,29.341062475944238,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3451,False,"{'a': 0.25842999999995, 'e': 0.1780839875148683}",20,10,5.073391094306256,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3452,False,"{'a': 0.25835999999994996, 'e': 0.17799496777789967}",20,14,10.038830165551188,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3453,False,"{'a': 0.25828999999994995, 'e': 0.17790599253967393}",20,8,21.449652455181226,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3454,False,"{'a': 0.25821999999994993, 'e': 0.1778170617779472}",20,13,12.859143858328704,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3455,False,"{'a': 0.2581499999999499, 'e': 0.1777281754704869}",20,9,14.941188747092728,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3456,False,"{'a': 0.2580799999999499, 'e': 0.17763933359507136}",20,15,6.902533410002274,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3457,False,"{'a': 0.2580099999999499, 'e': 0.17755053612949015}",30,20,19.09057459528408,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3458,False,"{'a': 0.2579399999999499, 'e': 0.1774617830515439}",30,15,22.076894637453485,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
3459,False,"{'a': 0.25786999999994986, 'e': 0.1773730743390443}",20,12,12.091272767438708,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3460,False,"{'a': 0.25779999999994985, 'e': 0.17728440996981426}",20,6,-37.124121126476034,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
3461,False,"{'a': 0.25772999999994983, 'e': 0.1771957899216876}",30,24,14.384177453307124,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3462,False,"{'a': 0.2576599999999498, 'e': 0.17710721417250938}",20,0,30.38220315397743,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3463,False,"{'a': 0.2575899999999498, 'e': 0.17701868270013557}",30,14,-15.259811306738627,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
3464,False,"{'a': 0.2575199999999498, 'e': 0.17693019548243344}",25,15,17.556770311563675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3465,False,"{'a': 0.2574499999999498, 'e': 0.17684175249728107}",20,11,-35.03980446465098,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
3466,False,"{'a': 0.25737999999994976, 'e': 0.17675335372256767}",20,14,5.944463309015829,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
3467,False,"{'a': 0.25730999999994975, 'e': 0.17666499913619374}",20,14,4.3141476096133005,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
3468,False,"{'a': 0.25723999999994973, 'e': 0.17657668871607043}",25,15,-19.210353139504022,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
3469,False,"{'a': 0.2571699999999497, 'e': 0.17648842244012028}",25,14,17.350912428201408,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3470,False,"{'a': 0.2570999999999497, 'e': 0.17640020028627657}",20,14,8.21437711729209,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3471,False,"{'a': 0.2570299999999497, 'e': 0.17631202223248393}",20,16,6.46915945795034,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3472,False,"{'a': 0.2569599999999497, 'e': 0.17622388825669774}",20,9,-5.451147177909608,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
3473,False,"{'a': 0.25688999999994966, 'e': 0.17613579833688456}",30,21,9.623410933800514,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
3474,False,"{'a': 0.25681999999994964, 'e': 0.1760477524510218}",25,10,-25.7316438437285,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
3475,False,"{'a': 0.25674999999994963, 'e': 0.17595975057709815}",35,19,15.694902444266706,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
3476,False,"{'a': 0.2566799999999496, 'e': 0.17587179269311307}",30,22,11.26613924901542,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
3477,False,"{'a': 0.2566099999999496, 'e': 0.17578387877707702}",30,18,12.465008141460576,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
3478,False,"{'a': 0.2565399999999496, 'e': 0.17569600880701158}",25,13,0.8323728629257294,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
3479,False,"{'a': 0.25646999999994957, 'e': 0.17560818276094928}",20,9,21.987703500385287,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3480,False,"{'a': 0.25639999999994956, 'e': 0.1755204006169336}",20,12,3.8526043437990185,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3481,False,"{'a': 0.25632999999994954, 'e': 0.17543266235301894}",20,14,10.746748172326814,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3482,False,"{'a': 0.25625999999994953, 'e': 0.17534496794727084}",25,20,9.649418228904509,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3483,False,"{'a': 0.2561899999999495, 'e': 0.17525731737776562}",25,15,20.715031662563472,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3484,False,"{'a': 0.2561199999999495, 'e': 0.17516971062259068}",20,12,14.892998966897476,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3485,False,"{'a': 0.2560499999999495, 'e': 0.17508214765984423}",20,15,-12.047485497567672,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
3486,False,"{'a': 0.25597999999994947, 'e': 0.1749946284676357}",20,12,0.651699128549649,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3487,False,"{'a': 0.25590999999994946, 'e': 0.17490715302408513}",25,15,17.409623710374273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3488,False,"{'a': 0.25583999999994944, 'e': 0.1748197213073238}",20,3,6.84812034475676,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
3489,False,"{'a': 0.2557699999999494, 'e': 0.17473233329549362}",20,3,28.070200117715764,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3490,False,"{'a': 0.2556999999999494, 'e': 0.1746449889667477}",25,13,11.46386425963455,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3491,False,"{'a': 0.2556299999999494, 'e': 0.17455768829924997}",20,11,3.458365120172159,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
3492,False,"{'a': 0.2555599999999494, 'e': 0.1744704312711752}",25,13,-37.860748413039566,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
3493,False,"{'a': 0.25548999999994937, 'e': 0.17438321786070915}",25,15,20.543007889742665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3494,False,"{'a': 0.25541999999994935, 'e': 0.17429604804604848}",25,13,22.49437477070285,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3495,False,"{'a': 0.25534999999994934, 'e': 0.17420892180540073}",20,0,-53.75378710779633,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
3496,False,"{'a': 0.2552799999999493, 'e': 0.17412183911698434}",20,3,-18.815687953954985,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
3497,False,"{'a': 0.2552099999999493, 'e': 0.17403479995902862}",20,14,10.327186545835982,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3498,False,"{'a': 0.2551399999999493, 'e': 0.1739478043097738}",25,7,3.251944042759664,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
3499,False,"{'a': 0.2550699999999493, 'e': 0.17386085214747102}",30,22,8.985708409624797,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
3500,False,"{'a': 0.25499999999994927, 'e': 0.17377394345038216}",30,19,10.10718338391528,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
3501,False,"{'a': 0.25492999999994925, 'e': 0.17368707819677998}",25,0,-59.185607730463,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
3502,False,"{'a': 0.25485999999994924, 'e': 0.17360025636494836}",30,20,21.14216712745814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3503,False,"{'a': 0.2547899999999492, 'e': 0.17351347793318167}",25,14,19.16475444529352,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3504,False,"{'a': 0.2547199999999492, 'e': 0.17342674287978543}",20,14,12.078049577607615,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3505,False,"{'a': 0.2546499999999492, 'e': 0.17334005118307572}",20,8,19.568011515554055,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3506,False,"{'a': 0.2545799999999492, 'e': 0.1732534028213798}",25,19,11.237272623948847,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3507,False,"{'a': 0.25450999999994917, 'e': 0.17316679777303542}",20,16,5.261283244334975,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3508,False,"{'a': 0.25443999999994915, 'e': 0.17308023601639141}",25,6,-5.533353051844022,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
3509,False,"{'a': 0.25436999999994914, 'e': 0.1729937175298073}",20,16,8.12577540134868,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3510,False,"{'a': 0.2542999999999491, 'e': 0.17290724229165352}",25,7,21.792280663693354,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
3511,False,"{'a': 0.2542299999999491, 'e': 0.1728208102803112}",25,15,16.475926801526594,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3512,False,"{'a': 0.2541599999999491, 'e': 0.17273442147417228}",35,18,25.145707401217216,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
3513,False,"{'a': 0.2540899999999491, 'e': 0.17264807585163972}",20,5,15.034905801515198,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
3514,False,"{'a': 0.25401999999994906, 'e': 0.17256177339112694}",20,16,7.296213698978198,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3515,False,"{'a': 0.25394999999994905, 'e': 0.1724755140710585}",20,12,15.304549373222258,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3516,False,"{'a': 0.25387999999994904, 'e': 0.17238929786986937}",30,15,2.973776780095421,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
3517,False,"{'a': 0.253809999999949, 'e': 0.17230312476600568}",25,18,14.238309548537742,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3518,False,"{'a': 0.253739999999949, 'e': 0.17221699473792404}",25,16,17.44804687112307,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3519,False,"{'a': 0.253669999999949, 'e': 0.172130907764092}",20,16,6.983515350634607,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3520,False,"{'a': 0.253599999999949, 'e': 0.17204486382298775}",35,0,-5.877278889782833,"{0: 32, 1: 1, 2: 1, 3: 0, 4: 1}",0
3521,False,"{'a': 0.25352999999994896, 'e': 0.17195886289310044}",20,16,7.115115971726174,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3522,False,"{'a': 0.25345999999994895, 'e': 0.17187290495292973}",20,5,22.81264228470078,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3523,False,"{'a': 0.25338999999994893, 'e': 0.17178698998098613}",25,0,-6.893396500755494,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
3524,False,"{'a': 0.2533199999999489, 'e': 0.1717011179557909}",30,11,23.74487412902721,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
3525,False,"{'a': 0.2532499999999489, 'e': 0.17161528885587604}",30,22,12.935831489720789,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3526,False,"{'a': 0.2531799999999489, 'e': 0.17152950265978437}",20,0,17.45299291052041,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
3527,False,"{'a': 0.2531099999999489, 'e': 0.17144375934606917}",25,15,8.564741094051442,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3528,False,"{'a': 0.25303999999994886, 'e': 0.17135805889329475}",30,19,7.4410566638494124,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
3529,False,"{'a': 0.25296999999994885, 'e': 0.17127240128003593}",30,10,-32.91966423222074,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
3530,False,"{'a': 0.25289999999994883, 'e': 0.17118678648487834}",30,19,19.104621286759503,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3531,False,"{'a': 0.2528299999999488, 'e': 0.17110121448641824}",20,12,-7.81237401102776,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
3532,False,"{'a': 0.2527599999999488, 'e': 0.17101568526326263}",20,11,16.553601132186618,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3533,False,"{'a': 0.2526899999999488, 'e': 0.1709301987940293}",20,7,-0.506455342377359,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
3534,False,"{'a': 0.2526199999999488, 'e': 0.1708447550573465}",20,7,10.7279458633318,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
3535,False,"{'a': 0.25254999999994876, 'e': 0.1707593540318534}",20,10,-31.07492222184515,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
3536,False,"{'a': 0.25247999999994875, 'e': 0.17067399569619962}",20,7,2.358201416161787,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
3537,False,"{'a': 0.25240999999994873, 'e': 0.17058868002904573}",25,12,-26.586247627872883,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
3538,False,"{'a': 0.2523399999999487, 'e': 0.1705034070090627}",25,19,12.20508379929239,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3539,False,"{'a': 0.2522699999999487, 'e': 0.1704181766149323}",30,13,-34.71553311300308,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
3540,False,"{'a': 0.2521999999999487, 'e': 0.17033298882534695}",20,16,5.885077661737839,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3541,False,"{'a': 0.2521299999999487, 'e': 0.17024784361900971}",25,14,5.467205283234072,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
3542,False,"{'a': 0.25205999999994866, 'e': 0.17016274097463427}",25,14,15.628758960849872,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3543,False,"{'a': 0.25198999999994864, 'e': 0.1700776808709449}",30,20,21.5375202864822,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3544,False,"{'a': 0.25191999999994863, 'e': 0.16999266328667673}",25,9,29.899200278675394,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3545,False,"{'a': 0.2518499999999486, 'e': 0.1699076882005752}",20,16,6.898387008813145,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3546,False,"{'a': 0.2517799999999486, 'e': 0.16982275559139665}",20,0,6.618912821634343,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
3547,False,"{'a': 0.2517099999999486, 'e': 0.1697378654379078}",20,10,18.525994217050055,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3548,False,"{'a': 0.25163999999994857, 'e': 0.16965301771888627}",20,9,11.330101031872587,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
3549,False,"{'a': 0.25156999999994856, 'e': 0.16956821241312}",25,6,8.081389083147982,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
3550,False,"{'a': 0.25149999999994854, 'e': 0.1694834494994078}",30,22,13.365583185496465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3551,False,"{'a': 0.25142999999994853, 'e': 0.16939872895655875}",30,17,9.421799737704271,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
3552,False,"{'a': 0.2513599999999485, 'e': 0.1693140507633929}",30,14,-8.078822195521035,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
3553,False,"{'a': 0.2512899999999485, 'e': 0.16922941489874058}",20,10,-25.506244263446007,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
3554,False,"{'a': 0.2512199999999485, 'e': 0.1691448213414429}",25,0,-21.84435207535177,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
3555,False,"{'a': 0.25114999999994847, 'e': 0.1690602700703514}",20,11,18.567145518031886,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3556,False,"{'a': 0.25107999999994846, 'e': 0.16897576106432832}",25,8,29.409950937234985,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3557,False,"{'a': 0.25100999999994844, 'e': 0.16889129430224642}",25,14,5.837091027526394,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
3558,False,"{'a': 0.2509399999999484, 'e': 0.16880686976298892}",20,10,15.280559684591374,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3559,False,"{'a': 0.2508699999999484, 'e': 0.16872248742544974}",20,10,10.461172197413772,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3560,False,"{'a': 0.2507999999999484, 'e': 0.1686381472685333}",20,10,-13.291756956160729,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
3561,False,"{'a': 0.2507299999999484, 'e': 0.1685538492711546}",25,19,9.993030786643716,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3562,False,"{'a': 0.25065999999994837, 'e': 0.16846959341223905}",25,13,-31.50260615494864,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
3563,False,"{'a': 0.25058999999994835, 'e': 0.16838537967072273}",30,16,26.942440626367574,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3564,False,"{'a': 0.25051999999994834, 'e': 0.16830120802555223}",20,14,9.790582722892529,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3565,False,"{'a': 0.2504499999999483, 'e': 0.16821707845568462}",25,12,11.23310756126643,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
3566,False,"{'a': 0.2503799999999483, 'e': 0.16813299094008746}",25,18,14.407518209107508,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3567,False,"{'a': 0.2503099999999483, 'e': 0.16804894545773894}",20,8,9.974108093931369,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3568,False,"{'a': 0.2502399999999483, 'e': 0.16796494198762768}",20,7,-57.18486206834861,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
3569,False,"{'a': 0.25016999999994827, 'e': 0.16788098050875275}",25,8,13.58418823495713,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
3570,False,"{'a': 0.25009999999994825, 'e': 0.16779706100012381}",20,15,11.448283341297412,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3571,False,"{'a': 0.25002999999994824, 'e': 0.16771318344076103}",25,8,28.48246497114893,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3572,False,"{'a': 0.24995999999994825, 'e': 0.167629347809695}",25,14,-1.2460261886998687,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
3573,False,"{'a': 0.24988999999994826, 'e': 0.16754555408596683}",20,0,0.6954112654977624,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
3574,False,"{'a': 0.24981999999994828, 'e': 0.16746180224862803}",35,25,17.928046815233294,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3575,False,"{'a': 0.2497499999999483, 'e': 0.16737809227674064}",25,11,12.639723718289368,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3576,False,"{'a': 0.2496799999999483, 'e': 0.16729442414937717}",20,11,20.29155252611414,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3577,False,"{'a': 0.24960999999994832, 'e': 0.16721079784562073}",20,11,19.36173361910193,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3578,False,"{'a': 0.24953999999994833, 'e': 0.16712721334456457}",20,10,15.510379912699236,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
3579,False,"{'a': 0.24946999999994834, 'e': 0.16704367062531253}",20,6,26.72060749581241,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3580,False,"{'a': 0.24939999999994836, 'e': 0.16696016966697905}",25,13,18.31101544787196,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3581,False,"{'a': 0.24932999999994837, 'e': 0.1668767104486889}",25,7,26.298275798240738,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
3582,False,"{'a': 0.24925999999994838, 'e': 0.1667932929495773}",25,5,23.35159018249214,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
3583,False,"{'a': 0.2491899999999484, 'e': 0.16670991714878963}",30,9,37.09088159060408,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
3584,False,"{'a': 0.2491199999999484, 'e': 0.1666265830254822}",20,4,15.521217836268683,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
3585,False,"{'a': 0.24904999999994842, 'e': 0.16654329055882142}",20,11,15.724978813314195,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3586,False,"{'a': 0.24897999999994844, 'e': 0.16646003972798418}",30,22,-4.193797440138829,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
3587,False,"{'a': 0.24890999999994845, 'e': 0.16637683051215763}",25,5,-14.622877579495274,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
3588,False,"{'a': 0.24883999999994846, 'e': 0.1662936628905396}",20,6,15.583080560275656,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3589,False,"{'a': 0.24876999999994848, 'e': 0.16621053684233825}",25,12,21.678646100868413,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3590,False,"{'a': 0.2486999999999485, 'e': 0.16612745234677193}",25,10,19.61215003636943,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
3591,False,"{'a': 0.2486299999999485, 'e': 0.1660444093830695}",20,5,-25.45520526317733,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
3592,False,"{'a': 0.24855999999994852, 'e': 0.1659614079304703}",20,14,12.121854342879434,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3593,False,"{'a': 0.24848999999994853, 'e': 0.16587844796822399}",25,10,13.948058843077225,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
3594,False,"{'a': 0.24841999999994854, 'e': 0.1657955294755906}",35,21,17.769229785405315,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3595,False,"{'a': 0.24834999999994856, 'e': 0.16571265243184027}",20,0,24.415348126857054,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
3596,False,"{'a': 0.24827999999994857, 'e': 0.165629816816254}",25,7,35.97275919871508,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3597,False,"{'a': 0.24820999999994858, 'e': 0.16554702260812285}",30,20,-0.18763965732265908,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
3598,False,"{'a': 0.2481399999999486, 'e': 0.1654642697867482}",25,20,9.635393840964149,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3599,False,"{'a': 0.2480699999999486, 'e': 0.1653815583314418}",25,11,-13.3456621983002,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
