trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
3257,False,"{'a': 0.2720099999999528, 'e': 0.1962236890190561}",20,12,15.06302189297779,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3258,False,"{'a': 0.2719399999999528, 'e': 0.19612560169842022}",30,16,24.76364084376718,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3259,False,"{'a': 0.27186999999995276, 'e': 0.19602756340918576}",20,9,-21.276765634727674,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
3260,False,"{'a': 0.27179999999995275, 'e': 0.1959295741268432}",20,7,27.29031055209255,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3261,False,"{'a': 0.27172999999995273, 'e': 0.1958316338268951}",20,9,-21.529952038531736,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
3262,False,"{'a': 0.2716599999999527, 'e': 0.1957337424848566}",25,16,3.836470930881177,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
3263,False,"{'a': 0.2715899999999527, 'e': 0.1956359000762547}",25,0,30.22384184371038,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
3264,False,"{'a': 0.2715199999999527, 'e': 0.19553810657662882}",20,15,3.3412121147898723,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
3265,False,"{'a': 0.2714499999999527, 'e': 0.19544036196153058}",25,10,11.087324224738815,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
3266,False,"{'a': 0.27137999999995266, 'e': 0.19534266620652388}",35,13,-3.6689888421370105,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
3267,False,"{'a': 0.27130999999995264, 'e': 0.19524501928718477}",30,21,16.757347525006274,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3268,False,"{'a': 0.27123999999995263, 'e': 0.19514742117910144}",20,16,7.763773269106722,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3269,False,"{'a': 0.2711699999999526, 'e': 0.19504987185787445}",25,13,21.857942064794656,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3270,False,"{'a': 0.2710999999999526, 'e': 0.19495237129911644}",25,17,-8.28356612066354,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
3271,False,"{'a': 0.2710299999999526, 'e': 0.1948549194784523}",20,0,-9.1635373833933,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
3272,False,"{'a': 0.27095999999995257, 'e': 0.194757516371519}",20,10,19.77446578032367,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3273,False,"{'a': 0.27088999999995256, 'e': 0.19466016195396582}",25,15,9.313946609363327,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3274,False,"{'a': 0.27081999999995254, 'e': 0.1945628562014542}",25,7,29.746613703343705,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3275,False,"{'a': 0.27074999999995253, 'e': 0.19446559908965755}",20,14,6.449102970315731,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
3276,False,"{'a': 0.2706799999999525, 'e': 0.19436839059426178}",20,8,12.936938638647742,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3277,False,"{'a': 0.2706099999999525, 'e': 0.19427123069096455}",20,11,16.94783745518229,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3278,False,"{'a': 0.2705399999999525, 'e': 0.1941741193554761}",20,13,1.1613478486724904,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
3279,False,"{'a': 0.27046999999995247, 'e': 0.19407705656351845}",25,13,24.792290965418395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3280,False,"{'a': 0.27039999999995246, 'e': 0.19398004229082602}",30,9,36.649998461856974,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
3281,False,"{'a': 0.27032999999995244, 'e': 0.19388307651314507}",25,8,16.852451510703695,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
3282,False,"{'a': 0.2702599999999524, 'e': 0.19378615920623435}",35,7,0.30211133454810213,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 0}",1
3283,False,"{'a': 0.2701899999999524, 'e': 0.19368929034586438}",20,9,15.018910872674361,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
3284,False,"{'a': 0.2701199999999524, 'e': 0.1935924699078181}",20,0,15.097896921397679,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
3285,False,"{'a': 0.2700499999999524, 'e': 0.1934956978678902}",30,13,-5.826254504424577,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
3286,False,"{'a': 0.26997999999995237, 'e': 0.19339897420188779}",25,15,6.8377888915077785,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3287,False,"{'a': 0.26990999999995235, 'e': 0.19330229888563}",25,8,27.271119320415096,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3288,False,"{'a': 0.26983999999995234, 'e': 0.19320567189494783}",20,5,10.932745838255594,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
3289,False,"{'a': 0.2697699999999523, 'e': 0.19310909320568476}",20,13,-46.486668194816794,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 1}",1
3290,False,"{'a': 0.2696999999999523, 'e': 0.1930125627936959}",25,14,20.94448567850543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3291,False,"{'a': 0.2696299999999523, 'e': 0.19291608063484883}",20,9,18.48786474261042,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3292,False,"{'a': 0.2695599999999523, 'e': 0.19281964670502283}",30,8,15.714466035166833,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
3293,False,"{'a': 0.26948999999995227, 'e': 0.1927232609801096}",25,13,-16.519110521214802,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
3294,False,"{'a': 0.26941999999995225, 'e': 0.19262692343601256}",20,13,12.667741959896299,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3295,False,"{'a': 0.26934999999995224, 'e': 0.19253063404864745}",20,10,19.966102774375532,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3296,False,"{'a': 0.2692799999999522, 'e': 0.19243439279394178}",30,8,32.486633524676414,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3297,False,"{'a': 0.2692099999999522, 'e': 0.19233819964783533}",25,20,10.297378366283116,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3298,False,"{'a': 0.2691399999999522, 'e': 0.19224205458627985}",30,9,-9.5013897309022,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
3299,False,"{'a': 0.2690699999999522, 'e': 0.19214595758523895}",20,10,7.144612450572015,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3300,False,"{'a': 0.26899999999995217, 'e': 0.19204990862068846}",20,0,17.488960290652827,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3301,False,"{'a': 0.26892999999995215, 'e': 0.1919539076686161}",25,16,17.207942940486443,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3302,False,"{'a': 0.26885999999995214, 'e': 0.19185795470502173}",20,10,14.931922178640296,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3303,False,"{'a': 0.2687899999999521, 'e': 0.191762049705917}",20,13,15.81382322210807,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3304,False,"{'a': 0.2687199999999521, 'e': 0.19166619264732568}",25,10,25.010486522232288,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3305,False,"{'a': 0.2686499999999521, 'e': 0.19157038350528352}",25,8,25.575156441640537,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
3306,False,"{'a': 0.2685799999999521, 'e': 0.19147462225583828}",20,0,4.940737685922215,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
3307,False,"{'a': 0.26850999999995206, 'e': 0.19137890887504955}",30,20,17.87270216488684,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3308,False,"{'a': 0.26843999999995205, 'e': 0.19128324333898905}",30,16,5.942271773896003,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
3309,False,"{'a': 0.26836999999995204, 'e': 0.1911876256237404}",25,13,-3.0356042348812453,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
3310,False,"{'a': 0.268299999999952, 'e': 0.1910920557053991}",30,16,9.692134715283379,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3311,False,"{'a': 0.268229999999952, 'e': 0.19099653356007282}",25,19,1.932845188767125,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
3312,False,"{'a': 0.268159999999952, 'e': 0.1909010591638808}",30,6,33.01423356993957,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
3313,False,"{'a': 0.268089999999952, 'e': 0.19080563249295465}",30,18,8.316907168896515,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3314,False,"{'a': 0.26801999999995196, 'e': 0.1907102535234376}",25,18,12.877019430476814,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3315,False,"{'a': 0.26794999999995195, 'e': 0.1906149222314849}",25,13,7.643899975064009,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3316,False,"{'a': 0.26787999999995193, 'e': 0.19051963859326376}",30,13,25.260226071708715,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
3317,False,"{'a': 0.2678099999999519, 'e': 0.1904244025849533}",20,8,-14.219876282108197,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
3318,False,"{'a': 0.2677399999999519, 'e': 0.19032921418274443}",30,8,29.828461175106757,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
3319,False,"{'a': 0.2676699999999519, 'e': 0.1902340733628401}",20,5,11.293604552782817,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
3320,False,"{'a': 0.2675999999999519, 'e': 0.19013898010145514}",20,12,1.814307752056184,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3321,False,"{'a': 0.26752999999995186, 'e': 0.19004393437481618}",20,0,24.23616953963467,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3322,False,"{'a': 0.26745999999995185, 'e': 0.1899489361591618}",20,3,-25.538860007546333,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
3323,False,"{'a': 0.26738999999995183, 'e': 0.1898539854307424}",20,0,-32.46553411198202,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
3324,False,"{'a': 0.2673199999999518, 'e': 0.1897590821658204}",25,0,-3.7845452886284434,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
3325,False,"{'a': 0.2672499999999518, 'e': 0.18966422634066993}",30,22,16.782632263437044,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3326,False,"{'a': 0.2671799999999518, 'e': 0.18956941793157706}",20,0,-31.164108654875434,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
3327,False,"{'a': 0.2671099999999518, 'e': 0.18947465691483956}",20,11,16.76166434784475,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3328,False,"{'a': 0.26703999999995176, 'e': 0.18937994326676738}",25,9,28.7713318615627,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3329,False,"{'a': 0.26696999999995175, 'e': 0.18928527696368194}",20,13,-6.056516260135826,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
3330,False,"{'a': 0.26689999999995173, 'e': 0.18919065798191678}",20,11,14.095431411896076,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3331,False,"{'a': 0.2668299999999517, 'e': 0.18909608629781707}",20,12,14.846082015980901,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3332,False,"{'a': 0.2667599999999517, 'e': 0.1890015618877399}",25,15,6.555943263308267,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3333,False,"{'a': 0.2666899999999517, 'e': 0.18890708472805423}",25,3,-16.161848758868608,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
3334,False,"{'a': 0.2666199999999517, 'e': 0.1888126547951407}",20,14,12.583699666521973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3335,False,"{'a': 0.26654999999995166, 'e': 0.18871827206539185}",20,12,14.905766692014417,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3336,False,"{'a': 0.26647999999995164, 'e': 0.18862393651521198}",30,8,6.166899975871392,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
3337,False,"{'a': 0.26640999999995163, 'e': 0.18852964812101727}",25,15,19.258852073271385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3338,False,"{'a': 0.2663399999999516, 'e': 0.18843540685923554}",20,7,-65.70973605560968,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 2}",1
3339,False,"{'a': 0.2662699999999516, 'e': 0.1883412127063065}",25,9,4.998470436090409,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
3340,False,"{'a': 0.2661999999999516, 'e': 0.18824706563868163}",30,13,5.880127293408091,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
3341,False,"{'a': 0.26612999999995157, 'e': 0.18815296563282416}",20,12,14.934662021543826,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3342,False,"{'a': 0.26605999999995156, 'e': 0.18805891266520908}",20,2,-26.017996483889355,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
3343,False,"{'a': 0.26598999999995154, 'e': 0.1879649067123231}",25,11,16.5409321210088,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
3344,False,"{'a': 0.26591999999995153, 'e': 0.18787094775066485}",35,24,17.628724476221777,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3345,False,"{'a': 0.2658499999999515, 'e': 0.18777703575674448}",25,17,4.842415397507589,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3346,False,"{'a': 0.2657799999999515, 'e': 0.187683170707084}",25,10,18.384899150355025,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
3347,False,"{'a': 0.2657099999999515, 'e': 0.18758935257821718}",20,8,22.599934589282313,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3348,False,"{'a': 0.26563999999995147, 'e': 0.18749558134668953}",20,4,-17.859841788874594,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
3349,False,"{'a': 0.26556999999995146, 'e': 0.18740185698905817}",30,18,7.916194446596547,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3350,False,"{'a': 0.26549999999995144, 'e': 0.18730817948189202}",20,12,3.008094240619319,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3351,False,"{'a': 0.2654299999999514, 'e': 0.1872145488017717}",20,6,-21.04172142233102,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
3352,False,"{'a': 0.2653599999999514, 'e': 0.1871209649252896}",30,16,12.741750925442723,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3353,False,"{'a': 0.2652899999999514, 'e': 0.1870274278290497}",25,17,16.878887269251422,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3354,False,"{'a': 0.2652199999999514, 'e': 0.1869339374896677}",30,13,30.114119511337325,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3355,False,"{'a': 0.26514999999995137, 'e': 0.18684049388377108}",35,12,43.37268576129323,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3356,False,"{'a': 0.26507999999995135, 'e': 0.18674709698799888}",20,6,6.494131442727877,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
3357,False,"{'a': 0.26500999999995134, 'e': 0.18665374677900193}",25,8,-5.558182861916315,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
3358,False,"{'a': 0.2649399999999513, 'e': 0.18656044323344256}",20,5,26.707092541042492,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3359,False,"{'a': 0.2648699999999513, 'e': 0.18646718632799508}",20,9,18.1037153066569,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3360,False,"{'a': 0.2647999999999513, 'e': 0.18637397603934508}",20,12,16.54908708158181,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3361,False,"{'a': 0.2647299999999513, 'e': 0.18628081234419014}",25,14,20.962710614461948,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3362,False,"{'a': 0.26465999999995127, 'e': 0.18618769521923914}",20,14,10.296403368260782,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3363,False,"{'a': 0.26458999999995125, 'e': 0.186094624641213}",25,16,-26.46639098724801,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
3364,False,"{'a': 0.26451999999995124, 'e': 0.186001600586844}",25,15,-2.186199487638742,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
3365,False,"{'a': 0.2644499999999512, 'e': 0.18590862303287609}",25,12,0.642519327651401,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
3366,False,"{'a': 0.2643799999999512, 'e': 0.18581569195606487}",20,8,21.0539539110058,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3367,False,"{'a': 0.2643099999999512, 'e': 0.18572280733317761}",20,16,7.832328939049535,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3368,False,"{'a': 0.2642399999999512, 'e': 0.18562996914099322}",25,20,7.307925027866824,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3369,False,"{'a': 0.26416999999995117, 'e': 0.18553717735630199}",20,10,-36.76933708566358,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
3370,False,"{'a': 0.26409999999995115, 'e': 0.18544443195590615}",30,13,33.55856890217504,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3371,False,"{'a': 0.26402999999995114, 'e': 0.18535173291661922}",35,8,24.688573502950913,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
3372,False,"{'a': 0.2639599999999511, 'e': 0.18525908021526652}",20,11,17.09253148453069,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3373,False,"{'a': 0.2638899999999511, 'e': 0.18516647382868476}",25,1,35.17720701242923,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
3374,False,"{'a': 0.2638199999999511, 'e': 0.1850739137337225}",30,3,31.184635591048163,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
3375,False,"{'a': 0.2637499999999511, 'e': 0.18498139990723964}",25,7,-10.781421382897857,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
3376,False,"{'a': 0.26367999999995106, 'e': 0.18488893232610767}",25,10,-22.220090652598063,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
3377,False,"{'a': 0.26360999999995105, 'e': 0.18479651096720975}",20,15,10.819102416034738,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3378,False,"{'a': 0.26353999999995104, 'e': 0.18470413580744055}",20,0,21.802247408309107,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3379,False,"{'a': 0.263469999999951, 'e': 0.1846118068237063}",20,2,6.094066590046866,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
3380,False,"{'a': 0.263399999999951, 'e': 0.18451952399292468}",20,0,21.28512207697497,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3381,False,"{'a': 0.263329999999951, 'e': 0.18442728729202498}",25,0,-8.53127153279413,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
3382,False,"{'a': 0.263259999999951, 'e': 0.18433509669794812}",20,3,27.093883782098743,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3383,False,"{'a': 0.26318999999995096, 'e': 0.18424295218764639}",25,11,11.410352979605314,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3384,False,"{'a': 0.26311999999995095, 'e': 0.18415085373808365}",30,15,9.290717075033545,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
3385,False,"{'a': 0.26304999999995093, 'e': 0.1840588013262353}",20,0,-36.24473198347045,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
3386,False,"{'a': 0.2629799999999509, 'e': 0.18396679492908827}",25,15,9.74564093382091,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
3387,False,"{'a': 0.2629099999999509, 'e': 0.1838748345236409}",20,6,-0.07211396237653944,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
3388,False,"{'a': 0.2628399999999509, 'e': 0.18378292008690317}",35,18,-24.9244248051933,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
3389,False,"{'a': 0.2627699999999509, 'e': 0.18369105159589633}",20,14,-1.1015939945382547,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
3390,False,"{'a': 0.26269999999995086, 'e': 0.1835992290276534}",20,13,13.263369059201235,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3391,False,"{'a': 0.26262999999995085, 'e': 0.18350745235921867}",30,13,18.29894952052419,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
3392,False,"{'a': 0.26255999999995083, 'e': 0.18341572156764804}",30,15,18.578696420080927,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
3393,False,"{'a': 0.2624899999999508, 'e': 0.18332403663000865}",25,0,26.05263003327314,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
3394,False,"{'a': 0.2624199999999508, 'e': 0.18323239752337947}",20,11,16.050856207422452,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3395,False,"{'a': 0.2623499999999508, 'e': 0.18314080422485057}",25,2,36.245412163326,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3396,False,"{'a': 0.2622799999999508, 'e': 0.18304925671152372}",25,17,4.906194948952839,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3397,False,"{'a': 0.26220999999995076, 'e': 0.18295775496051192}",25,10,12.1281679255703,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
3398,False,"{'a': 0.26213999999995075, 'e': 0.1828662989489399}",20,0,28.988545997436503,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3399,False,"{'a': 0.26206999999995073, 'e': 0.1827748886539436}",20,10,18.12550397876748,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3400,False,"{'a': 0.2619999999999507, 'e': 0.18268352405267027}",30,16,28.052212821295402,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3401,False,"{'a': 0.2619299999999507, 'e': 0.18259220512227903}",25,5,-5.8530490422626755,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
3402,False,"{'a': 0.2618599999999507, 'e': 0.18250093183993998}",25,12,-1.2209950791637947,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
3403,False,"{'a': 0.2617899999999507, 'e': 0.18240970418283486}",25,11,9.640111363402566,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
3404,False,"{'a': 0.26171999999995066, 'e': 0.18231852212815666}",30,4,-11.063755120424645,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 1}",1
3405,False,"{'a': 0.26164999999995064, 'e': 0.18222738565311006}",20,12,11.792432298601481,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3406,False,"{'a': 0.26157999999995063, 'e': 0.18213629473491075}",30,21,18.29301452478945,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3407,False,"{'a': 0.2615099999999506, 'e': 0.18204524935078611}",35,17,34.353468191101534,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3408,False,"{'a': 0.2614399999999506, 'e': 0.18195424947797467}",20,11,2.110874131391183,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
3409,False,"{'a': 0.2613699999999506, 'e': 0.18186329509372665}",20,2,27.240605203972496,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3410,False,"{'a': 0.26129999999995057, 'e': 0.18177238617530334}",25,18,13.276275129013628,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3411,False,"{'a': 0.26122999999995056, 'e': 0.18168152269997748}",30,13,-14.093108202784999,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
3412,False,"{'a': 0.26115999999995054, 'e': 0.1815907046450332}",25,13,20.948625071138004,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3413,False,"{'a': 0.26108999999995053, 'e': 0.1814999319877661}",20,1,4.296274298650457,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
3414,False,"{'a': 0.2610199999999505, 'e': 0.18140920470548294}",25,17,-26.51549253705588,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
3415,False,"{'a': 0.2609499999999505, 'e': 0.18131852277550187}",20,0,5.694881343521514,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
3416,False,"{'a': 0.2608799999999505, 'e': 0.18122788617515245}",35,27,6.798949356813488,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
3417,False,"{'a': 0.26080999999995047, 'e': 0.1811372948817755}",30,11,-11.887602191971231,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
3418,False,"{'a': 0.26073999999995046, 'e': 0.18104674887272326}",20,13,12.318898677302823,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3419,False,"{'a': 0.26066999999995044, 'e': 0.18095624812535913}",20,5,4.361015444098148,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
3420,False,"{'a': 0.2605999999999504, 'e': 0.18086579261705799}",25,13,8.211079344511361,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3421,False,"{'a': 0.2605299999999504, 'e': 0.18077538232520599}",35,15,-43.317124612290634,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
3422,False,"{'a': 0.2604599999999504, 'e': 0.18068501722720046}",25,12,13.825614501321233,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
3423,False,"{'a': 0.2603899999999504, 'e': 0.18059469730045022}",20,14,9.902565193460685,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3424,False,"{'a': 0.26031999999995037, 'e': 0.18050442252237517}",25,7,6.6229185762705205,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
3425,False,"{'a': 0.26024999999995035, 'e': 0.18041419287040678}",25,11,-3.0614357820914155,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
3426,False,"{'a': 0.26017999999995034, 'e': 0.18032400832198747}",20,16,8.992231815439062,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3427,False,"{'a': 0.2601099999999503, 'e': 0.1802338688545712}",25,11,9.970351809520174,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
